Review,Positive Word Count,Negative Word Count,Sentiment Score
"excellent service lovely accomadation just returned 7 day stay sesari bali honeymoon.i bemused went slipped ranks prior going room reports excellent generally, occasionally quite damming.one thing kept seeing mentioned poor condition road leading saying taxi everytime bad rubbish walked daily wife variuos levels intoxication no not best like numerous similar roads uk.the pavements seminyak high street lack problem bali cheap chips unless seafront hotels generally meal wine course, food generally brilliant go.one recommendation sesari booking isask odd numbered room switched villa 12 lacked sun glad did, n't wrong rooms immaculate odd ones sun opposite site.the staff come morning cook brakfast make room come remake spray evening excellent hang ask tips, partners birthday gave bottle wine staff n't met know names birthday.some rooms refitted whislt maybe explains previous comments overall struggle fault stay say competition high similar properties review making final choice,  ",10,14,2
"sesari villa just great gold star staff just great.we villa clean breakfast just staying worth price.about 5 min walk main street handy everything.i know enjoy stay staying again.geoff telford perth western australia,  ",6,0,4
"great hotel lovely modern chic hotel, reception area impressive rooms fully equipped comfortable, spa area really fantastic size swimming pool large gym lots equipment, paid reasonable price room hotel food drink expensive, 20 minutes walk forbidden city starbucks hotel complex,  ",6,1,4
"nice brand new hotel arrived regent bit irritated desk check took long time clerk confused ended keeping desk wanted photocopies passport i.d, card told hotel bj req passport copy check process slow bj building hotels quickly feeling n't really experienced hotel staff choose frombut room beautiful creature comfort wish bathtub new hotel looked tempting 2 day event pretty happy food chinese restaurant 2nd 3rd floor convention/banquet food not bad.coincidentally parents stayed weeks did loved place terms decor food comfort location loved place faster/better service bj hotels peninsula,  ",8,3,4
"terrible service visit regent say won__Ç_é_ again.true rooms nice spacious__Ç a/c not working properly smells bad, lot noise outside not able sleep, called manager duty not able understand offered free breakfast guess, package included breakfast br/ speaking staff, ignore not disturb__Ç lights, not speak english ignore, managers seating bar restaurant ignore guests__Ç stay week suite none came say hello, staff sees clients annoyance, getting round drinks lobby bar 30-minute affair, extra marks uselessness grumpiness desk,  ",3,4,2
"ok not great say stayed regent different types rooms past month, say hotel nice no means class hotel todays standards, stayed executive room bedroom suite connecting twin premium, yes rooms look nice closer inspection quite dirty dirt mounds doors muck bathroom counters, daily cleaning not good, different stays housekeeps did not wash used forks glasses just left sitting, showers stays quite bit old residue, room service left corridors extended periods time, complementary bottles not replaced day toiletries not replaced stays, cheap sort things, rooms not occasions i.e, not straightening coffee tables sofa cushions, overall giving rooms half cleaned feel, rooms noisy hot, noise came outside hotel building constructed 24hrs day china, think affects hotel, club lounge quite good great benefit, joss stone cd play time stays, quite annoying, breakfast good evening drinks nice way wind, hotel nice, yes, great, no, reccomend family friend stay expecting best, no, say ritz carlton fs wanted modern big hotel cote cour sl pleasure, amazing 500 year old funky boutique hotel, lucky stay december well.i say try stay hotels opening beijing moment, open months mandarin oriental- park hyatt- ritz carlton jw marriott- westinthe regent nice not great, sure beijing moment better lot come, look,  ",13,6,4
"highly recommend, took long time post review just wanted tell anybody thinking booking hotel just got upgraded park plaza not disappointed, breakfast club privleges, make sure ask staff wo n't offer, rooms clean modern large, felt like paradise returning hotel long day touring beijing, cozy comfy beds great linens duvets, located taxis cheap need fast,  ",8,1,4
"great experience overall booked park plaza door upgraded regent.the hotel excellent location close shopping tourist destinations eating places walking distance, small convenience store street, hotel kind tucked street green spaces separating property busy streets wang fu jing, rare beijing, heard no traffic noise room.the hotel appears new, room high floor nicely decorated contemporary style, bed comfy, bathroom generously stocked, internet free, slippers plush, pool nice quiet, went swimming times crowded like 5-star hotel stayed trip beijing, gym nice, offer group classes yoga step, room service prompt food good.the fault noticeable carpet stains spots, overall great hotel, stay visit,  ",9,4,4
"superb hotel great location actually booked park plaza arrived 10pm told hotel fully booked seen reviews saying happened people, upgraded regent door 5 stars opposed 4 star park plaza rate including breakfast.the room superb floor 19th floor ceiling windows great views beijing forbidden city roof tops clearly visible, room quite big nice bed large flat screen tv lovely bathroom shower bath electric blinds, loads toiletries accessories room room safe tell classy place, free small water bottles room provided nightly turn service, breakfast great lots choice cereals toast pastries fruit yoghurt cooked items egg station etc.we ate italian restaurant regent excellent supplied basket fresh bread free did replenish required 2 starters 2 main courses 1 dessert 2 soft drinks approx, staff helpful, highly recommend hotel lucky upgraded,  ",18,1,5
"best hotel central beijing regent favorite hotel central beijing, rooms significantly larger peninsula, exercise facility best hotel visited asia, tourist sites 15-20 minute walk, subway stop adjacent hotel, main shopping area 5 minutes away cross busy intersection not problem, staff hotel friendly, helpful concierges spoke somewhat better english, definitely stay visit beijing,  ",4,0,3
"recommend hotel highly, fortnight 5th feb 2003 till 20th feb took 4 year old us.the food excellent selection vast bored, rooms adequate servicing rooms little erratic times wasnt spoil anything.you long way beat facilities ice skating trapeze trampoline kids club rock climbing watersports.the selection drinks excellent staff friendly helpful.the cleanliness hotel not beaten staff cleaning 24 hours day saw rubbish leaves floating pool despite size.overall brilliant fortnight hesitation not recommend hotel highly,  ",7,3,3
"loved lti punta cana beach resort just returned march 1 week long stay, traveled husband 6 yr old daugher 9 yr old son, booked family suite fabulous, separate room twin bed pull chair main room king size bed, just perfect, staff went way provide wanted somewhat picky eaters plenty food choose, la carte restrauant wonderful, did order meals menu did cost extra 50 food excellent, staff excellent children, drawback kids 90 guests spoke french spanish german did learn use sign language, kids club little disorganized, highly recommend trailblazers horseback trip, n't waste money lobster,  ",2,3,2
"6-star, best resort visited, stayed 7 days returning jan 12th 2003. nightly entertainment best seen runs 8:30pm 11:15pm, not disco runs wee hours night, entertainment staff incredibly friendly work long hours smile face, food fabulous, problem takes forever reserve a-la-carte restaurants standing line finally beginning line pretty booked solid, reason a-la-carte restaurants small size resort, recommend stand line day, not problem buffet restaurant just good a-la-cartes, resort beautiful resort seen, views night time breathtaking, place hotel lacks little rooms, n't king size beds 2 double beds little inadequate, just push beds fixed little problem, somebody said cares not room day, beach perfect, yes waves little rough think depends month, months rougher, waves calm water clear cuba, sand white fine sticks actually pores body, said resort 4 star mind 6-star 6-star grand lido san souci jamaica, returning resort fact wonder decide resort,  ",15,4,5
"disabled friendly easy access parts disabled guests, disabled room small travelling 2 children transferred bungalow spacious lovely views beach sea, buffet choice excellent la carte restaurants surpassed expectations, staff helpful friendly especially annette childrens club, recommend hotel especially disabled families,  ",8,3,4
"good vacation spent week breezes punta cana wife kids aged, research place concluded given reviews read money charged glorified holiday inn beach, depending important true false, excluding room place nice, pleasant public areas groomed gardens nice pool expect beach say not average smooth calm caribbean beach, deep wavy n't snorkel not use, food abundant varied presented service organized i.e, food available 24 hours day different locations replenished efficiently time appropriate temperature, staff food areas attentive professional.the lobby bars pool beach bar staffed appropriate variety drinks, la carte restaurants good not hard table night stay.the staff charge entertainment efficient funny pool beach, did not night shows, parts need improvement room needed lot work cracked wall bathroom lack caulk sink soap poor quality, time day come make room mistery, happened 11 pm, stay.the kids place enthusiastic attentive staff goes person interacted hotel way really couple tools entertain kids trapeze highlight not group kids age coming soon told, sauna excellent fact walk lobby area spa shower worst layout sauna gym really weight lifter dream no bicycles treadmills incomplete.the casino slots black jack tables n't expect real casino.my impression place work progress areas high standard way, no experience inclusives not compare, things excellent service pool beach food drinks far outweight underperforming areas sauna gym room kid entertainment, remain mystery tipping not allowed specially personel attentive,  ",23,8,5
"nice pool nice hotel problems, pool dirty n't allowed pool 6pm night flight good luck courtesy room, wet towels roach 3 rooms wait, tour guide norberto liar, not santo domingo trip, takes 3 hours pick ups way hotels course breezes 6:15 8:00 pm, best trip santo domingo stay santo domingo 20 minutes, rest trip touring, not shop store bring b/c santo domingo cheaper, party boat trip lie, no party boat no open bar no dancing, not beleive norberto just wants money, not tours, oh yeah party boat tour, suggestion stay resort shopping beach 15 minute walk, nice hotel actually beautiful ca n't leave resort unless tour, remember bring lots pepto immodium eat restaurants not grill pool, japanese restaurant best, good luck fun,  ",8,1,4
"awesome trip just got today itching best time wish nite activities food little better, pool area awesome beach beautiful tons daytime activities, friendly staff entertainment staff really makes trip enjoyable, love asap,  ",5,1,3
"great place husband couple stayed breezes punta cana march, know late just opinion, none knew expect arrived wow, airport great checking hotel not problem, awe hotel, ca n't believe negative opinions place gets, guess sees things differently, want place bad make way little mind, guess goes saying treat people respect treated respect, wonderful time enjoyed stay hotel not accomodating planning returning punta cana staying breezes,  ",5,2,3
"solid vacation time family went inclusive not disappointed, did not know expect going inclusive vacation 6 10 year old great, beaches ocean absolutly gorgeous staff energetic helpful, attentive children point kids comfortable getting drinks food day, say downside trip little trouble communicating desk having connect san juan, rudest unfriendly airport, shows night great audience involved way, best frozen drinks resort man pablo pool bar, airport punta cana 30 years times nothing little patience wo n't, rooms clean adequite, use little dressor space, people heard complaining uptight spoiled fellow americans, trip solid 8.5 scale 1-10. tell minor improvements truly 5 star resort, special thanks oscar chocalate masters ceromonies, energy rest entertainers unmatched seen, thing want gorgeous bamboo umbrella trees beach need towels 8:00-8:30,  ",13,6,4
"fallen negagtive comments seen site validity, did not experience bugs rooms, traveled total 16 people 8 adults 8 kids 10 years old, thats 20,000 usd total package fees, rooms total, wife lucky room ocean pool view section 7 friends got stuck section 2 rooms small musty smelling, no clocks room hotel bring watch food not standards civilized world used, start changed rules july 1 2003 regarding reservations restaurants, amphitheatre 7:30 line booked evening thats no guarantee, people complained not able reservation mgmt mgmt crcumvents makes reservations complaintants creating space try reservation, let rate restaurant individually 1- 5 scale japanese=3 italian french 1 mexican 1 marlin grill 2 alcazar buffet breakfast lunch dinner 3 premium brand liquor tio ask, daytime entertainment amatuer best volley ball beach good, not waste money excursions rip horseback riding, emcee entertainment oscar loves dance entertainment locals enjoyable not spectacular, try audience involved did kareoke enjoyed, broadway not, casino small limited venues ended losing 100 usd going 5 8 nights, casino not rigged just dont waste money playing caribbean keno, staff desk enthusiastic helping problems, wait staff housekeeping staff friendly, remember salary make 90usd month rely tips no gets fired taking tip expect resort really caters european clientele not come grips americans expect bit french germans expect hotel originally statred owned lti luftansa travel int'l taken breezes november, hotel showing signs wear tear need major upgrade beware trap vip guys near pool offer free t-shirts 1/2 hr presentation like 2hrs, cut foot rock near beach sidelined water 2 days paid 75usd doctor 2 procedures beach pretty no prettier beach ft lauderdale pool backyard cleaner hotel not great experience dr place return,  ",11,11,3
"needed r reviews site bit apprehensive needed vacation, concerns food getting sick room condition air conditioning bugs birds inability communicate high list, having just returned say absolutely vacation dreamed, categories rated friend average excellent range, friendly extremely just professional, brought lot trinkets thinking given nice leave maids, check-in fine smooth, room clean cool perfectly adequate lovely ocean pool view, complaint light inadequate bedtime reading, beds comfortable water nice hot, electricity/water went 1/2 hour day not big deal, food probably favorite thing certainly eat physical problems, chose not eat things concerned especially sitting long, liked japanese italian restaurants best overall experience, grouper italian rest highlight, couple seatings big dining room got bit boring breakfast excellent, efficient way arrange dinner reservations standing hot sun long lines booked bit frustrating, inconsistency willingness waitlist day based mysterious random rules, complain guests, pool dirty day no fault caretakers guests spilled drinks left plastic cups floating, beach absolutely beautiful clean abundance cigarettes thrown sand managed ok did n't snare umbrella, shops water toys rafts, sale, stay away guys working vip superclubs unless interested signing membership spot, service beach bar based got recognized tips, creative flirt little, breezes great heartbeat, feeling people complain point ridiculous returned big apple happy rested tanned healthy,  ",23,18,4
"weddings rate 2 5 resort 4 5. recommend resort travelling family just wanting holiday punta cana, not recommend wedding location.the wedding travel agent jeff travelmart winnipeg recommended resort, said breezes just took dec breezes does great weddings, told like sunset wedding beach, jeff contacted wedding co-ordiantor told sunset wedding, pictures prior wedding lighting, wedding scheduled 7pm 10th march, got legal papers order not easy task, got punta cana immediately arraged meet wedding co-ordinator maria victoria gomez finalize details meet day, evening checked sunset wedding, sunset scheduled time wedding realized completely dark time married, met wedding co-orinator- maria asked sunset wedding request told arragnged, said agreed 7pm wedding, understanding 7pm sunset local community trusted schedule time sunset, said prefer married daylight complete darkness, maria said judge booked does weddings resorts punta cana not time, domincan family fees paid documents order no option married night, decided make best thought actually nice not hot romantic, spoke maria asked lighting- torches candlelight nice, said no impossible married spots resort outdoor flood lights, chose spot near beach, near lifeguard chair maria told knew impossible cemented in.on day wedding ran maria 5pm, maria told cancelation married daylight late, said phoned room, did not leave message known switched time, said push wedding 1 hour way 10 min natural light remaining, agreed rushed inform guests time change 30 min ready, bride use time ready thought worth rushing married darkness, rush vain ready waiting married maria judge no sight flood light turned, went searched time came marry missed window opprtunity dark, sister asked maria turn flood light just rolled eyes like asking world bothered, told choose spot lighting not turned, photographer boquet decorations location perfect perfect wedding wedding co-ordinator somewhat helpful.another prblem room dad room, love dad n't want door wedding holiday, asked moved moved sister moved old room, did not note change sister husband got things wedding couple towels folded swans flower petals bed champange fruit basket got nothing, oh kind funny.i recommend getting married all-inclusive specialized weddings, recommend getting married sandals known weddings.as far resort concerned excellent, travelled alot food excellent hotel resort beautiful service great beaches pools big clean amazing no problems, liked japanese restaurant best, no king sized beds hotel asked 2 doubles room, plenty kids teens excellent family resort, negitive thing lots excursions quite distance travel 2-3 hr travel times 1 way,  ",27,6,5
"great time august reading reviews breezes exceeded expectations, greatest asset beautiful beaches seen staff, friendly especially tries speak little spanish smiles heartfelt gracias, modestly tipping housekeeping staff early keeps sodas fridge flowers bathroom.the beach beautiful, water shoes not needed sand fine pure, bring bread beach fish surround, pool big pictures deceiving, surrounded spanish tile slippery children adults need careful walking pool especially visit.the food expected reviews, japanese restaurant clearly best mexican restaurant far worst, buffet breakfast dinner reasonably well-done considering number people involved.the rooms nice n't room clothes, sure bring plenty hangers, surprised learn resort 4 years old, suffered lot wear tear time.the casino not faint heart nor inexperienced, odds seasoned vegas gambler shakes, stay away.august hot, sun humidity 10:00 2:00 time year intense, skin-block 30 45 barely adequate avoid burning exercise discipline reapplications.in party suffered diarrhea night careful food sure pack immodium short supply hotel, children fare better adults.my biggest complaint actually guests drop towels properties pool chairs beach chairs 7:00 claim remainder day, irritating not used late day.the power went twice week extraordinary circumstances vehicular accident took utility pole power 2:00p 8:00p hellacious thunderstorm blew power midnight 2:00a, not bad idea pack small flashlight just case.i return breezes certainly not august, heat humidity exhausting intense difficult video cameras function condensation inside camera,  ",15,9,4
"hey folks not bad point bad.i planned trip punta cana family hell arrived took 3 hours check kids gave room overlooking party stage bed 5 people said pay no meen room beds.it discusting change lock no keys day.bugs insects whould crawl floor not big beuro clothes away.the day goes second room not cleaned fed finally pay clean cleaned again.now mind going running people going thing.the food discusting gym didnt want walk inside.the people working host s t.no wanted help free.alot places hotel dirty tried pool.the store hotel selling fake brand cigars possible.the souvenir shop expensive soon looking open shop souvenirs insident people afford.then day bumped family sisters brother today good freinds, wanted horse riding asked aranged kids 7 5 4 owner ranch said fine safe.when got told girls scared timers eye said fine dauter thats 7 horse alone.while riding beach instructor leading way starts ride fast horses followed happend girls look ahead ground dont no daughter riding did not run guess god girl hurt disaster especially dont strecher emergency took wheeler come got hotel didnt wheel chair fuming praying time pass hell there.thank god far doing good doctor home dosent no proper care there.i want close place till clean management looking forward vacation nothing good came exept meeting new freinds,  ",10,11,2
"honest opinion read reviews going wife terrified, young married couple likes trying new things n't scared cultural differences like people complaining n't speak english just stay home going complain, arrival funny airport thatch bags slowly surely okay.the check-in long unorganized recommend taking taxi 26usd big group bus think ahead crowd, think problem people asking questions read website dominicans relaxed pace days rooms fine maintenance clean spacious, rooms n't 5-star rooms good shower sleep tv 30 channels sun awhile, a/c worked fine no power-outages entire trip, did stay 3000 section building night entertainment bit loud went bed early woke-up 4am.next moring wife asked new room talking people moved 4000 section hotel great, heard reserve extra rooms people unhappy rooms, desk staff friendly polite n't money nice think.pool n't not dirty slimey bandages sunscreen lotion people drenched jumping, pool cleaned nightly looked fine then.beach great spacious, greatest resort, natural raw looking like tour brochure palm trees lining beach, honestly early shade want sun plenty chairs available, beach not ashtray said perfect staff picking pieces litter people just leave entire plate drinks trash laying servants pick break just help little spoiled westerners, restaurants good enjoyed buffet just, did n't sick ate abolutely sick, try local foods really good fried plantain bananas yucca.staff friendly work long-hard hours little money, speak basic spanish suggest learn key phrases like try make mistakes, countless people answering hola como esta, hunh, speaking slang english wondering staff did n't understand.truths bit noisy times entertainment long line-ups early shady beach chair food great store prices high tip occasionally staff appreciate respect screamed pool ceramic slippery booking restaurants bit slow.myths food makes sick rooms bugs smells like sewage constant blackouts dirty shower water no hot water staff rude rooms cleaned beach dirty,  ",28,20,4
"great time boyfriend went breezes punta cana august 24th august 30th, stayed longer question, little hesitant left reviews read just remember different people satisfy, sure things use little work honesty n't case, arrived airport pay 10.00 person visa, problem did not pen worker airport did n't, little bit headache trying couple gave, just remember pen, took 1/2 hour hotel bus airconditioned n't bad trip, read dominicans driving basically true, roads narrow n't traffic lights, saw stop signs pretty drive having stop, little scary different little bit adventure drive exciting, best situation got hotel wait 2 hours check check time 3. no big deal took bags chance check hotel, rooms not best clean pretty spacious nothing room disappointed, sure tiny bugs hate bugs expect carribean, day rain entire day night, stayed room day leaving night bag towels hanging door, cleaning lady not come clean nice left towels, plenty things everyday day night, constantly sort entertainment going person involved involve, got pulled stage night embarrased fun, pool huge clean, swim bar great games pool great, beach ocean amazing, water beautiful blue great temperature sand soft feels great walk, used running beaches sand burns feet sand no matter hot outside feels hot, really relaxing, funny topless women majority saw n't wear bikini never-the-less topless thier, casino tiny, went couple nights walked disappointed fun, played blackjack couple hours money great time, gamble win probably disappointed play good time lot fun, boyfriend love play pool, couple times played frustrated, pool tables ok no chalk stick no tip, really did n't problem getting table just wait little 1/2 hour, funny day learned play tips chalk lot fun, say restaurants way make reservations bit hassle hey not worth complaining, 3 day got, food ok. picky eater selection fine, not used sure better tasting food n't bad did n't ruin, horseback riding great times horse tried, fun nice experience, times horseback riding beach sunset, amazing sight, manati park small cute, couple different things swam dolphins, nice fun sort cheap, think going swim pool pull 2-3 feet, great dolphins sealion good, amazed, great time wonderful review long, thing staff member incredible, did not come problems communicating, spoke english communicate not walk staff member smiling saying hola, bartenders pool table sweetest enjoyable guys, took care hugged kissed good bye night, person came acroos stay better, love check places recommend punta cana breezes know, incredible time new wonderful memories,  ",38,18,5
"enjoyed time breezes just returned 1 week breezes punta cana, hotel quite nice people good esparanza mirla, rotation people hotel, met 1 person lunch saw working restaurant, according travel rep people make 3-5 day area, large room corner 1000 block, quiet comfortable, cleaned day.we tried atv bravaro trackers alot fun, son wanted, food hotel lot variety okay, nothing stands, marlin grill serves steaks day evening, greasy, burgers good, marlin poolside grill, night n't just hamburgers hotdogs salad grilled cheese fish pizza variety different items, meal, beach wonderful breese make comfortable, clean alot chairs, yes not beach umbrellas 10 building, snorkelling beach better experienced jamaica, helps know spanish, french german english languages learned, did n't flea market beach heard hassled fair bit, no problem trying spot pool, did n't umbrella, coming cleaning often.tips n't drinks alot ice, ruin vacation, bring imodium.relax, harder common things home, convience stores bigger stores country better selection, people best little have.the nightly entertainment pretty good, comedy bits original funny, want quiet time family good hotel, probably day,  ",15,3,5
"breezes ok trip caribbean n't quite sure expect breezes punta cana 9-16 nov., rooms average quality come intermittent plumbing issues say apparently heavy rainfalls overloaded, property overall laid-out large away bar beach depending mood, food average paris restaurant excellent buffet good italian restaurant sub-par, pasta sauce tasted exactly tomato soup appetizer, beach great lots waves white sand pool clean kids tended stick end, no problem language barriers staff pleasent, disco great evening night music began repeat quite bit, n't like latin music rap/reggae wo n't like disco, overall best parts beach property general food use little work.also say n't tip bartender want prompt service premium brands want regular bartender slip couple dollars days,  ",9,3,4
"great stay, husband just got dr days ago great time, wedding wedding absolutely beautiful, thinking doing caribbean wedding regret, bear long review informative.flight flew air transat vancouver punta cana stop puerto plata airport, airline squishy husband fortunate bulkhead seats somewhat better, honestly pretty good ca n't complain becasue charter airline better price, puerto plata airport not great wait hour cleaned plane, punta cana airport quite cute caribbean-y-ish, smaller huge thatched roof good way start trip, shuttle resort large air-conditioned bus greyhound type good, arrival friends met drinks hand start right foot.hotel hotel lobby beautiful quite large property laid size.quite bars retaurants choose activities, arrival given room key ask 2 lock key safe ask remote tv card person beach towels not lose card towel charge check-out bracelet blue 18 white 18 stays entire trip nothing.rooms honest little disappointed rooms musty smell really hoping floor newly renovated section, section 7 ground floor, rooms kept clean housekeeping like getting little gifts dollar store pick postcards little creams etc.. leave dollar pillow love, rarely room sleep really did n't make difference anyways, close buffet restaurants exit pool pool bar right near room, actually worked pretty good, sliding door n't lock spoke rep fixed day, note going world country, read people complaining rooms remember 4-star quality far comparable domrep 4-star quality, rule thumb star, open mind, bad reviews hotel probably people happy complain about.food breakfast lunch served alcazar buffet restaurant, good just avoid going near end meal start packing wont choice, drinks buffet common soft drinks pepsi 7-up offer filtered water stuck bottled water bar, 18 given different colored braclet wear adhere, 24-hour snack bar burgers hot dogs lunch dinner beach grill good snacky stuff, dinner buffet good, japanese restaurant excellent like japanese food just set menu look not order bring, believe 14, la carte restaurant reservations rest n't really need, italian wonderful rich food, french good did wait 2 hours meal served maybe night n't rush, italian french receive menu able pick 2 things form section ie..appy salad entree make sure order 2 section portions smal especially italian restaurant, chicken salad 2 pieces lettuce 3 slivers chicken small slice cantaloupe, did n't got tex-mex restaurant people went got quite sick, did n't want chance did hear say favorite try went, beach bar evening say hi leonardo absolute character great guy, appreciate tips really happy usd lot best time punta cana mid-nov end rainy season quite windy, winds quite high days water sports cancelled great time, abundance tours available make sure catamaran reef snorkelling tour say hi lorenzo, lot fun, snorkel tour best gives time water, 5 bananas little fish love come eat right hand, bavaro tracker tour good like atv coast line atv jump park jumps julio iglesias house say spot atlantic ocean meets caribbean ocean, good value, spa beautiful 1 hour relaxation massage absolute heaven indulge glad did, good gym rockclimbing wall pretty good trapeze, trapeze pretty fun good train, theatre pretty good mind shows actors people pool activities serving thruout day tired, despite pretty good, shows change night good variety.there market beach 15-20min walk away pretty good, want hair braided girls bargain, gotten spa cost 65usd pretty sure lot cheaper, remember bargain bargain bargain start really high people pay prices, no matter tell just bargaining, n't want walk away 9 times 10, n't vendors offer things, rum gold net best n't pay 5usd 1l bottles, market huge shipwreck shore camera pretty cool, ca n't walk far n't think time vendors come hotel twice week set near fountain pool.staff staff great speak english no barrier just help understand help understand, manage learn key phrases really helps not necessary.overall resort great exquisite grounds recomend need open mind, said standards quite different great time punta cana,  ",67,11,5
"time lives wow interesting reading review worst trip excellent travelled 8 ladies 4 inclusive island resort, believe not disappointed, fabulous room section 2 overlooked pool ocean, rooms average cares sleep, pictures brocures n't resort justice, grounds gorgeous lush lots palm trees, food good, friends birthday dinner italian restaurant treated great, blast, drinks great food not great, japanese wonderful cooked food right, nightly shows fun said remember people entertaining pool day cut slack, fun want fun, open mind join ownership make fun, believe group 8 did, disco great, opened nightly closed 2:00am went beach bar open time, beach clean grounds no complaints, definately recommend resort, no matter mind set fabulous time, just sit relax n't sweat small stuff,  ",14,1,5
"awesome time sceptical going breezes reading bad reviews pleasantly surprised, yes bugs smell sewage areas food bland hotel not new mildew bathroom construction going overall great time, husband went couple went good time not fault let fault wreck vacation, staff friendly bit language barrier eager good stay, drinks awesome beach beautiful trapeze great, kids resort expected partying miniclub day sleeping night life began good times, fun n't focus bad things remember not canada uk make new friends pictures make vacation, feel confident got money worth vacation no snow no traffic room cleaned everyday lot fun things,  ",13,9,3
"breezes-great resort careful food breezes 1219-12/26, went 8 people family friends, resort beautiful, stayed building 3 main building second floor, room clean small insects bathroom sink, room good air conditioning smelled moldy especially casino basement, view great pool ocean, draw native ducks/geese hang grounds lobby, make noise middle night early morning, hear music outdoor ampitheater 11pm, building centrally located ideal spot, pool great ocean rough blue clean warm, staff friendly smiling accomodating, drinks plentiful strong, food plentiful party good sick, early days trip, sudden upset stomach diarrhea, did not sick week later vomiting diarrhea, ate including meat fruit salads, ate cooked food not eat meat spared problem, weather great 82 degrees sunny day, snorkeling 29 mariana dive center worth, bring bread feed fish, bavarro atv excursion worth 80, spend 2 1/2 plus hours atv brief time horseback beach, wonderful time recommend resort highly, careful eat bring immodium pepto,  ",15,7,4
"good hotel boyfriend stayed breezes week did enjoy ocean weather food activities, room just kitcheen noise smell terrible noise late evening, just make sure room not kitcheen, pool nice cleaned often..some ufo flooting water burkkk, did prefer buffet restaurant la carte not impress restaurants, recommand hotel return near futur,  ",4,4,3
"superclub breezes punta cana breezes january 21 january 28th, girlfriend couple age 22-23-24-25, good time thinking going year, place awesome animation staff friendly, specially appreciate tyson spaghetti, best bartender hotel leonardo nazaret working beach bar.the food really good alot choice, room clean not big ok.there alot activities choose beach volleyball tennis soccer basketball kayak escalade trapeze, alot good waves make mini-surf board, highly recommend resort.jocelyn thÜÈ__riaultmontrÜÈ__al quÜÈ__bec,  ",8,0,4
"totally amazing, friend just stayed breezes spring break amazing time, place clean plenty food available workers soooo nice make effort trying help way, loved ocean view deck night events just sitting beach sunrise, nothing compared trapeez guys, soooo amazingly nice trapeez like no love just visit friend completley love miss, highly recomend resort ages,  ",11,1,5
"lovely resort little boyfriend early 20 stayed superclub breezes punta cana just new year nice sun instead rainy london.the beach beautiful sea quite wavy equalled lots fun.the pool huge thought water freezing stuck beach.the reason n't did n't particularly like evening meals, tasted quite bland did n't match said menu, instance mexican restaurant asked potato wedges got small jacket potato, things like irritating.also bit prawn whilst eating chocolate mousse italian restaurant picture booking table no problem though.i didnt enjoy entertainment evenings meant quality time boyfriend instead,  ",5,4,3
"good bad beach okay okay read reviews, run gamut, believe, good beach beautiful staff friendly horse ride best, bad food, ugh, not picky really did stink, end week masters picking edible things, room not nice stays room, pool pretty think served bathroom, 1 near pool hidden, stick beach n't recommend scuba shows not bad work butts horse ride, not,  ",8,4,3
"best best best, great vast choice offood prissy uptight people distastefull food served till 4 b-fast starts 6am bon apetit hihi people really nice friendly beach amazing room o.k not great cares, nice little balcony overlooking beach litteraly beach, recomend 200,  ",8,0,4
"loved trip following reading reviews felt write return.kerrie went dominican republic order married.we chose breezes hotel punta cana flew 19th 2004.the flight bit long 9hours got plane heat just hits you.we got hotel just like pictures.we suite 2 rooms 2 bathroom balcony.it does say bathroom jacuzi just jets bath.the rep linda greated great time.the food class plenty.there water soft drinks replaced fridge daily basis.we went trips great.our wedding not better, wedding co-ordinator barbara just great, day just special, kerrie nails hair make facial spa hotel, extra not much.the trips went monster truck 8 x 8 heart dominican republic.we went sanona island bounty island went trip called castaway catamaran, went catamaran way catalina island, went snorkling etc.also trip called kontiki big boat drink day fun.i say special trip life time returning year.thank breezes,  ",3,1,3
"great place wedding, worried hotel bad reviews, better expected, got married april 27 2004. went 25 family members friends.check didn__Ç_é_ hotel till 11:00 pm, got went smoothly, rooms room 3327 awesome view, beds little hard didn__Ç_é_ spend time, shower pressure great no hot water, no big deal, things happen time caribbean, did not bugs rooms cleaned morning beach.food little hard adjust warm, end week used know kinds food like don__Ç_é_ like, ate single restaurant, italian favorite, wedding reception, japanese mexican good, thing mexican outside little warm, french favorite, it__Ç_é_ not bad just wasn__Ç_é_ good, breakfast lunch buffets good.bars bars did little bit smell bar doesn__Ç_é_, hardly lines drinks good, thing got warm quick used too.wedding wedding coordinators helpful, did work checklist things nothing left, wedding 2:00 little hot, wish picked later time, can__Ç_é_ complain, ceremony took 10 mins, beautifully decorated, archway beach flowers flower petals aisle, champagne toast beach guests, photographer did excellent job pictures following day, reception brought bottle champagne fruit platter, dinner reception italian restaurant, room second floor, went smoothly service great drinks flowed cake nice, heartbeat.activities, mask snorkel boogie board kayak hour free, market 15 min walk beach, disco fun like dance, plus shows amphitheater night, casino little small wanted gamble gone vegas, went excursions, jeep tour, took huge cave indians used live local stores towns sugar cane fields horse ranch tour real house school ended secluded beach, overall great trip, second trip nice air-conditioned minibus took south island, got spend boat, took let snorkeling, went natural swimming hole, water clear warm, went island called saona, went beach spent hours playing volleyball eating lunch, way took catamaran dancing drinking, great time, recommend hotel, great time, time talk, best wedding imagined,  ",20,8,5
